A,B,Y
0.9483104947757326,-0.11493490908484591,0
0.5565875451087428,0.38972420440986755,0
0.8693680446863775,-0.4628744731045078,0
0.530466959219486,-1.152600035203921,0
0.3292461203965537,0.8769928264571065,0
-0.9324664824361265,-0.42715254306979455,0
0.674013690434977,1.099661605709545,0
-0.913161184324525,-0.7207776848916002,0
0.027899815007184046,0.4741676735880562,1
0.0596954251222042,0.9954679304964824,0
-0.6675920336126187,1.080453488879439,0
-1.3660593095469182,0.1040128569875455,0
0.39773374771676456,0.6681211439199347,1
-0.0838996070740987,-1.0696704618561517,0
-1.1302684753643772,-0.2718093281062916,0
1.0395689559625976,0.24413627128500479,0
0.1553851368131657,0.44148086103044604,1
0.2149246021547754,-0.6858289644776501,0
0.7319167835445075,0.611523995568788,0
-0.8819801494148706,0.40941563301480366,0
-0.41473624690967137,0.4677143835021229,0
-0.09725138471273323,0.9206779867040922,0
0.631425422679063,-0.12027893357188993,1
0.28779372331384145,1.0999358351374675,0
0.16093461990154567,-0.5201474474348133,1
0.058256654876193595,0.9653397395121543,0
0.2933499930116895,1.052489233192531,0
0.8005657841193514,-0.4294631668040178,0
-0.8267229399773667,1.0041840353109284,0
0.20169264327645717,-0.28355178253999974,1
-0.5981296053920945,-0.5489860954308614,0
-0.22656762454817686,0.03363084730862481,1
-0.20025579718132341,0.8007959316150041,0
-0.9995881811886718,-0.03612547451482512,0
-0.15240079593631445,-0.8888994308065629,0
-0.9556224164027917,-0.6010918711864488,0
0.25233191878261796,-0.5897687669017141,1
0.13805092211242562,-1.0261855097774952,0
1.1525677993450674,-0.17960788712530634,0
-1.1325990663961136,-0.5105878599248564,0
-0.012426223243827639,0.4563587837363019,1
-1.0259311523258534,-0.05633129663270105,0
-0.6850033406200277,-1.0674020765070815,0
-0.43516791886977746,-0.20003181492786287,1
-0.9656357964263172,-0.29740860546139636,0
0.8296295558019648,-0.14797977310909938,0
-0.7961547842781024,0.5016351238127021,0
-0.9353665167863774,0.035638953832407616,0
0.4797018521115801,-0.9236720052717858,0
0.8536376730220363,0.031232692142976668,0
-0.4543147317836723,0.7365590359785017,0
-0.34040517754680033,0.3426585461253946,1
-0.6154274607744743,-0.5999518824551677,0
-0.2195964128607244,1.189205113105024,0
-0.05988920198307218,1.043578017297494,0
-0.7733666461546846,0.7664470220443712,0
0.3704458596377954,0.5644900771372708,0
-0.49166380446092445,0.8292751571036897,0
-0.13815036244461804,-0.9023069454641355,0
-0.6321430369469767,-0.7798276335086901,0
0.004797111224656876,-0.9934196634689124,0
0.7466459468843156,0.04586529311066631,0
-0.5893145845275085,-0.0159979138214974,1
0.04593963073530473,0.5277933004546552,1
1.063114510016182,-0.10517860912429192,0
1.0365161400595868,-0.1771150784257313,0
-1.0558500804957347,0.26249078148256133,0
0.24299296197278591,-0.5910449863708443,1
0.982333441054066,-0.6619826804177753,0
1.0725854555027847,-0.11942275613872651,0
0.9398673579565894,0.024303693817144756,0
0.15240896550576327,1.0421618075398993,0
0.035113399599335904,0.8847229053069824,0
0.6163147312455562,1.0909790237256987,0
0.5413594288614301,-0.7110793546658245,0
0.6884037843351808,-0.5730475863324132,0
-0.2807940074740366,-0.24172282957455107,1
-0.29977282646928194,0.8367253483823944,0
0.32460131120919206,0.9787152426040487,0
-0.39442027959042075,0.7099055452393672,1
-0.1586864412916848,0.9439680462789748,0
-0.10918100137403788,-1.0425766557330642,0
-1.071180445934894,-0.43979336316796835,0
-0.9490680584658283,0.4402652849752917,0
-0.3817633982770873,0.8806636541744836,0
-0.7839758133383196,-0.7667843901306928,0
-0.8163536636929338,0.42331907820401304,0
-0.8406390441132899,0.35378059025448655,0
-0.3111350152167429,0.8328448343896301,0
1.15401859361638,-0.126887111392066,0
-0.7295554113908332,0.34057952474730413,0
0.2622574717368496,1.0570806402728263,0
-0.6990301950636615,-0.4049470060522068,0
-0.7323707922815073,-0.4338980850435885,0
-0.9420934231914617,0.5846417146325331,0
-1.0600984238914701,-0.0666684225826148,0
-0.5318788020746721,1.0184192770375915,0
0.871458554130345,0.6322314243135391,0
-0.48005582096602445,-0.3853251001887733,0
-1.1027161729314834,-0.32249528645846526,0
0.6795402274582621,0.6441623361969244,0
0.928505893324841,0.28432926205861475,0
0.5056924549276347,-0.9334567371321489,0
1.008220668794588,0.373740450298732,0
-0.08485287321062301,-0.9573761256520955,0
0.5911369455987728,-0.9151854688455563,0
0.71710247239485,-0.008591975370955546,0
0.9623162798322188,-0.038505303971504534,0
-0.10155882796712544,-0.9779577000872969,0
-0.7096895104228264,-0.7427085046722526,0
-0.12510677210086713,0.9605604514560657,0
0.39823172463838646,-0.9861968958570686,0
0.7958097559757553,-0.1353452459392871,0
0.2783711812692321,0.8587247672444152,0
0.8418097934114308,0.6131584917302078,0
0.6123940788389228,0.524788870069022,1
0.5288564344694745,-0.4681707015070633,0
1.1951085406797044,0.029711131180632858,0
-1.1223777340552825,0.016864122016094885,0
-0.9956730825646742,0.00042664259216236566,0
0.7281217838892022,0.8714902503074233,0
0.6734292067176136,-0.490381946873662,0
-0.8672733294368848,-0.15000130926914496,0
0.9490813030101313,-0.5826291378049472,0
-0.3983231980803498,-0.993674251030583,0
-0.22272679018763283,-1.2548716540329652,0
0.9774503489660178,-0.03346475149841585,0
-0.8985154175102608,0.5000470027235787,0
-0.20998271978439997,0.46579665872538756,1
0.4756948172870026,0.142663076223128,1
0.9160953833231448,0.098013444655101,0
-0.5484876198501569,0.7562921845222945,0
-0.5207750032524275,-0.6678676428839823,0
-1.027026229285324,-0.11910042680357344,0
-0.8615698164748138,-0.021013549570372783,1
0.6829084201399764,-0.015288926403655603,0
-0.44107966373111485,0.789539747887042,0
0.39764060089135556,0.38206504414778,1
1.0187217845049075,-0.45927741037310243,0
0.5435077018964827,0.730328790914439,0
0.5356562986505047,-0.17861417209401356,1
-1.040987362311765,0.4127452443914775,0
-0.34975635560899565,-0.17433951608807738,1
-0.8713304194501891,-0.029252995654967286,0
-0.9156198745182285,0.1550806105958167,0
0.2558968492497673,-1.1717555874840015,0
0.6747276353406041,-0.9850559827006735,0
-0.015389839950458228,0.7712464521815531,0
0.9415974500108214,-0.06476023406105762,0
0.5804890322991493,-0.5228922489806638,0
1.3137253681159344,0.10987809233277354,0
-0.07100759991617288,-1.103104351175638,0
0.24878350311365144,-1.0459485103162027,0
0.5196842852304479,0.9204999491988147,0
0.7837467480941577,-0.6382578657110131,0
0.8633323693272553,0.560243828660407,0
-0.42472106537492943,-0.7809614264008213,0
0.1867328528222055,1.2529526157382878,0
-0.4106337474672813,-1.0073859020440805,0
-0.27150407774522906,-0.36400869665223823,1
-1.1827518842412186,0.1951496863208007,0
0.35699044886245945,-0.8048167177747177,0
-0.6966142969273021,-0.314160528260924,0
-0.7078377674989467,0.041564492976603,1
-0.37696043892323544,-0.964099133279382,0
0.16536457137884014,-1.1957788081921334,0
-0.6154735735120311,0.290191960020483,1
1.3380099641988836,-0.20291778569317662,0
-0.8701850134031656,-0.6290087705185652,0
0.8403364890505651,0.870252832217273,0
-0.18881723323390204,-0.5024278379439265,1
0.4749785093161456,0.8307638966781038,0
-0.8213407506402242,0.2168383721010276,0
-0.8784411914224982,-0.12812132118521993,0
-0.8936166723626537,-0.29105748162293077,0
0.712615464870375,0.3553636441253911,0
0.029512686767475454,1.0337323478037754,0
0.3495581679122371,-0.9259340476812049,0
0.867514437815539,-0.007155724566993989,0
1.077470784290848,-0.0016745954321371326,0
-0.750676087680578,-0.38004400343100553,0
0.08638875361599613,0.27350881048858255,1
-0.33088825718042997,-0.8867124445868358,0
-0.8774089032657804,-0.031611619377037437,0
0.04449222712459449,-0.44307701270677724,1
-0.25943797024033005,1.0976015011817881,0
0.24743260237119136,-0.7764837776159674,0
-0.144942249795054,-0.1112451704239617,1
-0.1349707060886519,0.3047600702857144,1
-0.12205371006639451,-0.81134836492793,0
1.0446494872259682,-0.28816660799939553,0
-0.017701980424037922,-0.9819102500015182,0
-0.8416700140412513,0.5238748557093517,0
0.6707273027816503,-0.03476145777385531,0
0.054167196951479174,0.8630868719052399,0
-0.7212632880229587,-0.19273149505383247,1
0.9165976398583976,0.4397604792438979,0
0.69790711144741,-0.6006388881926145,0
-0.8596937401987252,-0.08356990125127581,0
-0.026615845772744895,0.840052813681731,1
1.0770372401564152,-0.055236137572968205,0
0.6543923513062638,0.6834571678236104,0
-0.17014749998768652,-0.36219656904763375,1
-0.6538989845331091,0.182659637778576,0
-0.7733882470164597,0.06953806323590478,0
-0.015002291207070854,0.7153284895109306,1
0.09129677510446879,-1.0857121627048307,0
0.33664497157059525,1.0724843601054186,0
0.33669523910059945,-0.9577361813714097,0
0.9905006229450142,0.6135799959737482,0
-0.08623503731645657,-0.9187534102923316,0
-0.3234455149986986,-0.8245119583050359,0
-0.3557741179021943,-0.6071242441418939,1
-0.45770477739247756,-0.6179981885046274,0
-0.21770678750896738,-0.48291088056947296,1
0.7104980905576367,0.05338924894596282,0
-0.2648999249280623,0.42881904044911107,1
-0.8625416272036192,-0.630120081652253,0
-0.8910575631922446,0.2681835294848212,0
1.0091914153398331,0.7714507826142574,0
-0.2967081661978025,-1.113363182566877,0
0.8943415913747492,-0.19462940399410503,0
-1.0142327240971143,0.19898244791711972,0
0.9112814055060394,-0.25827347990606975,0
-0.6398347018684175,-0.13859842949907486,1
-0.8772279765724027,0.75992146208825,0
0.6476083673433872,-0.6062632573786589,0
0.3256055389747408,0.400353840031291,1
0.30772685491616203,-1.0961460118386426,0
-0.831844224748043,-0.4167658321795075,0
0.5415895004473267,-0.910196709583091,0
0.6755093589229554,-0.567410480633241,0
-0.8358241286186054,0.7782750390874815,0
-0.8928208634412241,0.22494967091145232,0
0.6744930211792894,0.7213076380775536,0
1.049559959711207,-0.2670049595412694,0
-0.5005134641080429,-0.7820382177987588,0
0.6055173789636312,0.8177947931811999,0
0.729960142231837,-0.7112864376423138,0
-1.148593205040729,0.42907039603763775,0
-0.5513343731631069,-0.9412884177112637,0
0.9793118621193658,0.44669516437428014,0
-0.8195955890618598,0.4023907001864548,0
0.19149220538869988,0.5874582217723485,1
1.0487938045864469,-0.0693756123835313,0
-0.16738845283863946,-1.120175340398938,0
1.0113413728645324,-0.1076171981749439,0
-0.85957562521759,0.338025026592104,0
0.11179296977835512,0.1993281505323999,1
-0.7001494817726014,-0.32750309158087904,1
0.35883225406118524,-0.8158804437601583,0
0.27103471846674093,0.9505456367057606,0
-1.1292253773715792,-0.13527572964447918,0
1.1245501648788974,0.1516110618980576,0
0.7167180173827188,-0.2070117437754013,1
-0.6541797648754294,-0.35524911844693363,1
0.9096297392104666,0.8595710172388038,0
-0.9092678050974582,0.790359813486852,0
-1.0055475784955572,-0.4499887258560102,0
0.4374869340559882,1.1249872039664115,0
-0.2708076653393555,-1.077497491494221,0
0.1567081998500665,1.101712908081709,0
0.9814414158464455,0.19035282513945034,0
-0.9051891710080987,0.24198830940050656,0
-0.2606691955797091,0.8430180372003384,0
0.04260428061781957,-1.12504522760996,0
-0.4298627836014673,0.17868626000858875,1
-0.5723326979184017,0.6591025612903447,0
0.21974879634200276,-0.4462991552422181,1
-1.053152669084288,-0.11157341221392504,0
